arm,mapping,held_out,seed,auc,prauc,n_train,n_train_normal,n_test,prevalence,n_eff,epochs,cls_epochs,exact,d_loss_final,pseudo_rate,pseudo_agrees_with_truth
classifier,cosine,Russia-Ukraine,1,0.5959960070984915,0.6612619564216156,1209,657,380,0.5157894736842106,11.875,20,20,False,,,
classifier,cosine,Russia-Ukraine,2,0.5970496894409938,0.6622448102104973,1209,657,380,0.5157894736842106,11.875,20,20,False,,,
classifier,cosine,Chinese,0,0.6116567510335787,0.5644469227790576,1143,606,446,0.4730941704035874,13.9375,20,20,False,,,
classifier,cosine,Chinese,1,0.615831400625189,0.5673583439119813,1143,606,446,0.4730941704035874,13.9375,20,20,False,,,
classifier,cosine,Chinese,2,0.627588988605425,0.582309094822706,1143,606,446,0.4730941704035874,13.9375,20,20,False,,,
classifier,cosine,Iran 2025,0,0.5600217046498038,0.4974390023203905,1270,643,319,0.3793103448275862,9.96875,20,20,False,,,
classifier,cosine,Iran 2025,1,0.5672426746806912,0.4927235675289463,1270,643,319,0.3793103448275862,9.96875,20,20,False,,,
classifier,cosine,Iran 2025,2,0.5972535270055931,0.5105851544292213,1270,643,319,0.3793103448275862,9.96875,20,20,False,,,
classifier,arctan,COVID-19,0,0.5481128246753246,0.5501366611555266,1145,617,444,0.4954954954954955,13.875,20,20,False,,,
classifier,arctan,COVID-19,1,0.519338474025974,0.5462788064849475,1145,617,444,0.4954954954954955,13.875,20,20,False,,,
classifier,arctan,COVID-19,2,0.5356534090909091,0.5497621491283379,1145,617,444,0.4954954954954955,13.875,20,20,False,,,
classifier,arctan,Russia-Ukraine,0,0.3927185004436557,0.4842532117725706,1209,657,380,0.5157894736842106,11.875,20,20,False,,,
classifier,arctan,Russia-Ukraine,1,0.4374168145519077,0.4873907083703891,1209,657,380,0.5157894736842106,11.875,20,20,False,,,
classifier,arctan,Russia-Ukraine,2,0.4192546583850932,0.4974237788904367,1209,657,380,0.5157894736842106,11.875,20,20,False,,,
classifier,arctan,Chinese,0,0.597721085005546,0.5897152172539631,1143,606,446,0.4730941704035874,13.9375,20,20,False,,,
classifier,arctan,Chinese,1,0.4894222042956539,0.4720749336601639,1143,606,446,0.4730941704035874,13.9375,20,20,False,,,
classifier,arctan,Chinese,2,0.5850156297267318,0.5826512177947178,1143,606,446,0.4730941704035874,13.9375,20,20,False,,,
classifier,arctan,Iran 2025,0,0.4822606227564905,0.3747605574833226,1270,643,319,0.3793103448275862,9.96875,20,20,False,,,
classifier,arctan,Iran 2025,1,0.5122714750813925,0.4002795445670472,1270,643,319,0.3793103448275862,9.96875,20,20,False,,,
classifier,arctan,Iran 2025,2,0.4648134234911094,0.3677574486324909,1270,643,319,0.3793103448275862,9.96875,20,20,False,,,
classifier,arccosh,COVID-19,0,0.514549512987013,0.5134776985696536,1145,617,444,0.4954954954954955,13.875,20,20,False,,,
classifier,arccosh,COVID-19,1,0.5142451298701298,0.5055036955254519,1145,617,444,0.4954954954954955,13.875,20,20,False,,,
classifier,arccosh,COVID-19,2,0.4831574675324675,0.4826971360033746,1145,617,444,0.4954954954954955,13.875,20,20,False,,,
classifier,arccosh,Russia-Ukraine,0,0.5370175244010648,0.5337888033043171,1209,657,380,0.5157894736842106,11.875,20,20,False,,,
classifier,arccosh,Russia-Ukraine,1,0.5865683229813664,0.5663120769115088,1209,657,380,0.5157894736842106,11.875,20,20,False,,,
classifier,arccosh,Russia-Ukraine,2,0.5652728482697427,0.5870583968256428,1209,657,380,0.5157894736842106,11.875,20,20,False,,,
classifier,arccosh,Chinese,0,0.526852878894827,0.5031948048627308,1143,606,446,0.4730941704035874,13.9375,20,20,False,,,
classifier,arccosh,Chinese,1,0.5122516890188565,0.4942078609688654,1143,606,446,0.4730941704035874,13.9375,20,20,False,,,
classifier,arccosh,Chinese,2,0.5193506100635272,0.4952705650617157,1143,606,446,0.4730941704035874,13.9375,20,20,False,,,
classifier,arccosh,Iran 2025,0,0.418732782369146,0.3722591955323913,1270,643,319,0.3793103448275862,9.96875,20,20,False,,,
classifier,arccosh,Iran 2025,1,0.4882711411637031,0.4025373049749338,1270,643,319,0.3793103448275862,9.96875,20,20,False,,,
classifier,arccosh,Iran 2025,2,0.4405626513064529,0.3918060614666782,1270,643,319,0.3793103448275862,9.96875,20,20,False,,,
classifier,exponential,COVID-19,0,0.6367288961038962,0.5939902738120418,1145,617,444,0.4954954954954955,13.875,20,20,False,,,
classifier,exponential,COVID-19,1,0.6253855519480519,0.5857801651302453,1145,617,444,0.4954954954954955,13.875,20,20,False,,,
classifier,exponential,COVID-19,2,0.6356534090909091,0.5802482591180279,1145,617,444,0.4954954954954955,13.875,20,20,False,,,
classifier,exponential,Russia-Ukraine,0,0.6739130434782609,0.743231007315888,1209,657,380,0.5157894736842106,11.875,20,20,False,,,
classifier,exponential,Russia-Ukraine,1,0.667230479148181,0.7344081333862394,1209,657,380,0.5157894736842106,11.875,20,20,False,,,
classifier,exponential,Russia-Ukraine,2,0.679320097604259,0.7448584581925003,1209,657,380,0.5157894736842106,11.875,20,20,False,,,
classifier,exponential,Chinese,0,0.4753655339316325,0.4705324437783854,1143,606,446,0.4730941704035874,13.9375,20,20,False,,,
classifier,exponential,Chinese,1,0.4802258747605122,0.4683888375242684,1143,606,446,0.4730941704035874,13.9375,20,20,False,,,
classifier,exponential,Chinese,2,0.4879701522637894,0.4779864900816572,1143,606,446,0.4730941704035874,13.9375,20,20,False,,,
classifier,exponential,Iran 2025,0,0.6250104349277903,0.4791934502811383,1270,643,319,0.3793103448275862,9.96875,20,20,False,,,
classifier,exponential,Iran 2025,1,0.6402454295016279,0.4910260616622527,1270,643,319,0.3793103448275862,9.96875,20,20,False,,,
classifier,exponential,Iran 2025,2,0.6265548042407546,0.4764231671277877,1270,643,319,0.3793103448275862,9.96875,20,20,False,,,
fanogan_compact,cosine,COVID-19,0,0.7156452922077922,0.7605729104576395,1145,617,444,0.4954954954954955,13.875,20,20,False,-14.186603546142578,,
fanogan_compact,cosine,COVID-19,1,0.7128652597402597,0.7407313942512588,1145,617,444,0.4954954954954955,13.875,20,20,False,-8.542745590209961,,
fanogan_compact,cosine,COVID-19,2,0.7199675324675324,0.7572158437536332,1145,617,444,0.4954954954954955,13.875,20,20,False,-11.051809310913086,,
fanogan_compact,cosine,Russia-Ukraine,0,0.5446151286601597,0.5947600528256478,1209,657,380,0.5157894736842106,11.875,20,20,False,-11.55690574645996,,
fanogan_compact,cosine,Russia-Ukraine,1,0.5466670363797693,0.6000430217201158,1209,657,380,0.5157894736842106,11.875,20,20,False,-8.01007080078125,,
fanogan_compact,cosine,Russia-Ukraine,2,0.5592834960070985,0.6256253644545253,1209,657,380,0.5157894736842106,11.875,20,20,False,-9.636300086975098,,
fanogan_compact,cosine,Chinese,0,0.4268024604214984,0.4142171922084909,1143,606,446,0.4730941704035874,13.9375,20,20,False,-13.697174072265623,,
fanogan_compact,cosine,Chinese,1,0.4461026520116971,0.4457023692388535,1143,606,446,0.4730941704035874,13.9375,20,20,False,-8.62336254119873,,
fanogan_compact,cosine,Chinese,2,0.446546334576989,0.4296541342550441,1143,606,446,0.4730941704035874,13.9375,20,20,False,-10.936527252197266,,
fanogan_compact,cosine,Iran 2025,0,0.4623090408214375,0.379739326282706,1270,643,319,0.3793103448275862,9.96875,20,20,False,-12.01271629333496,,
fanogan_compact,cosine,Iran 2025,1,0.4390600217046498,0.3346827287971134,1270,643,319,0.3793103448275862,9.96875,20,20,False,-8.009361267089844,,
fanogan_compact,cosine,Iran 2025,2,0.4378913097921362,0.3587113093913943,1270,643,319,0.3793103448275862,9.96875,20,20,False,-10.098297119140623,,
fanogan_compact,arctan,COVID-19,0,0.6903206168831169,0.6751269340119341,1145,617,444,0.4954954954954955,13.875,20,20,False,-10.259546279907228,,
fanogan_compact,arctan,COVID-19,1,0.5195008116883116,0.5893744956358946,1145,617,444,0.4954954954954955,13.875,20,20,False,-13.526911735534668,,
fanogan_compact,arctan,COVID-19,2,0.5579545454545455,0.5428631857532593,1145,617,444,0.4954954954954955,13.875,20,20,False,-10.137564659118652,,
fanogan_compact,arctan,Russia-Ukraine,0,0.6661767968056788,0.6718091559225324,1209,657,380,0.5157894736842106,11.875,20,20,False,-8.585561752319336,,
fanogan_compact,arctan,Russia-Ukraine,1,0.5889252440106477,0.5827011345009897,1209,657,380,0.5157894736842106,11.875,20,20,False,-12.596858024597168,,
fanogan_compact,arctan,Russia-Ukraine,2,0.53125,0.5376305152076631,1209,657,380,0.5157894736842106,11.875,20,20,False,-8.554803848266602,,
fanogan_compact,arctan,Chinese,0,0.4931330039326409,0.5130968627222297,1143,606,446,0.4730941704035874,13.9375,20,20,False,-10.390634536743164,,
fanogan_compact,arctan,Chinese,1,0.4398104265402843,0.456600432264828,1143,606,446,0.4730941704035874,13.9375,20,20,False,-13.287603378295898,,
fanogan_compact,arctan,Chinese,2,0.5408087123121912,0.5881642611204126,1143,606,446,0.4730941704035874,13.9375,20,20,False,-10.203103065490724,,
fanogan_compact,arctan,Iran 2025,0,0.4838049920694549,0.4089674233020504,1270,643,319,0.3793103448275862,9.96875,20,20,False,-9.004087448120117,,
fanogan_compact,arctan,Iran 2025,1,0.5269221136989732,0.4447450308386842,1270,643,319,0.3793103448275862,9.96875,20,20,False,-12.177364349365234,,
fanogan_compact,arctan,Iran 2025,2,0.4970364805075549,0.4047553659799941,1270,643,319,0.3793103448275862,9.96875,20,20,False,-8.793071746826172,,
fanogan_compact,arccosh,COVID-19,0,0.7886160714285714,0.812385486315888,1145,617,444,0.4954954954954955,13.875,20,20,False,-6.614699840545654,,
fanogan_compact,arccosh,COVID-19,1,0.7349025974025974,0.7220044547996611,1145,617,444,0.4954954954954955,13.875,20,20,False,-6.31622838973999,,
fanogan_compact,arccosh,COVID-19,2,0.7615056818181818,0.7772439626595335,1145,617,444,0.4954954954954955,13.875,20,20,False,-6.845056533813477,,
fanogan_compact,arccosh,Russia-Ukraine,0,0.532359139307897,0.5722483801757444,1209,657,380,0.5157894736842106,11.875,20,20,False,-5.931488990783691,,
fanogan_compact,arccosh,Russia-Ukraine,1,0.5645241792369121,0.5811706114061244,1209,657,380,0.5157894736842106,11.875,20,20,False,-6.052728176116943,,
fanogan_compact,arccosh,Russia-Ukraine,2,0.5513808784383318,0.5718135127206718,1209,657,380,0.5157894736842106,11.875,20,20,False,-5.953975677490234,,
fanogan_compact,arccosh,Chinese,0,0.4879903196531209,0.4765710999816364,1143,606,446,0.4730941704035874,13.9375,20,20,False,-6.344118595123291,,
fanogan_compact,arccosh,Chinese,1,0.4003630130079661,0.4435873611129424,1143,606,446,0.4730941704035874,13.9375,20,20,False,-6.404062271118164,,
fanogan_compact,arccosh,Chinese,2,0.4459009781183826,0.466853772397419,1143,606,446,0.4730941704035874,13.9375,20,20,False,-6.982831954956055,,
fanogan_compact,arccosh,Iran 2025,0,0.423783287419651,0.334580247750779,1270,643,319,0.3793103448275862,9.96875,20,20,False,-6.642337322235107,,
fanogan_compact,arccosh,Iran 2025,1,0.4358460639452375,0.3314575389592067,1270,643,319,0.3793103448275862,9.96875,20,20,False,-6.622378349304199,,
fanogan_compact,arccosh,Iran 2025,2,0.4376826112363302,0.3382263312901249,1270,643,319,0.3793103448275862,9.96875,20,20,False,-6.116706371307373,,
fanogan_compact,exponential,COVID-19,0,0.6889001623376624,0.7202157180447647,1145,617,444,0.4954954954954955,13.875,20,20,False,-11.379170417785645,,
fanogan_compact,exponential,COVID-19,1,0.6533076298701299,0.6675174021393983,1145,617,444,0.4954954954954955,13.875,20,20,False,-9.761980056762695,,
fanogan_compact,exponential,COVID-19,2,0.6728896103896104,0.6731719012722397,1145,617,444,0.4954954954954955,13.875,20,20,False,-10.347309112548828,,
fanogan_compact,exponential,Russia-Ukraine,0,0.5639418811002662,0.6247226003284416,1209,657,380,0.5157894736842106,11.875,20,20,False,-11.140576362609863,,
fanogan_compact,exponential,Russia-Ukraine,1,0.5754214729370009,0.6134423262590252,1209,657,380,0.5157894736842106,11.875,20,20,False,-10.387325286865234,,
fanogan_compact,exponential,Russia-Ukraine,2,0.5547637533274179,0.5808544121467071,1209,657,380,0.5157894736842106,11.875,20,20,False,-9.449769973754885,,
fanogan_compact,exponential,Chinese,0,0.395885852576384,0.4384261136864617,1143,606,446,0.4730941704035874,13.9375,20,20,False,-12.886153221130373,,
fanogan_compact,exponential,Chinese,1,0.3926994050620147,0.4227717203797391,1143,606,446,0.4730941704035874,13.9375,20,20,False,-9.777219772338867,,
fanogan_compact,exponential,Chinese,2,0.3954623374004235,0.4596167174417656,1143,606,446,0.4730941704035874,13.9375,20,20,False,-11.083573341369627,,
fanogan_compact,exponential,Iran 2025,0,0.543033642207196,0.5004362716631525,1270,643,319,0.3793103448275862,9.96875,20,20,False,-12.373252868652344,,
fanogan_compact,exponential,Iran 2025,1,0.5434927790299691,0.4681978827791704,1270,643,319,0.3793103448275862,9.96875,20,20,False,-10.504226684570312,,
fanogan_compact,exponential,Iran 2025,2,0.5463728191000918,0.4873576335727208,1270,643,319,0.3793103448275862,9.96875,20,20,False,-10.24898910522461,,
pseudo,cosine,COVID-19,0,0.6557426948051948,0.7174137172823407,1145,617,444,0.4954954954954955,13.875,20,20,False,-14.186603546142578,0.0506550218340611,0.5458515283842795
pseudo,cosine,COVID-19,1,0.6483766233766234,0.7102697283878867,1145,617,444,0.4954954954954955,13.875,20,20,False,-8.542745590209961,0.0506550218340611,0.5493449781659389
pseudo,cosine,COVID-19,2,0.6549107142857142,0.7184268624193265,1145,617,444,0.4954954954954955,13.875,20,20,False,-11.051809310913086,0.0506550218340611,0.5423580786026201
pseudo,cosine,Russia-Ukraine,0,0.5432841614906833,0.6292687499697708,1209,657,380,0.5157894736842106,11.875,20,20,False,-11.55690574645996,0.0504549214226633,0.5525227460711332
pseudo,cosine,Russia-Ukraine,1,0.5349933451641526,0.6217049944335713,1209,657,380,0.5157894736842106,11.875,20,20,False,-8.01007080078125,0.0504549214226633,0.5574855252274608
pseudo,cosine,Russia-Ukraine,2,0.518910825199645,0.6116842953059841,1209,657,380,0.5157894736842106,11.875,20,20,False,-9.636300086975098,0.0504549214226633,0.5591397849462365
pseudo,cosine,Chinese,0,0.5256025007562771,0.4809559314700133,1143,606,446,0.4730941704035874,13.9375,20,20,False,-13.697174072265623,0.0507436570428696,0.5616797900262467
pseudo,cosine,Chinese,1,0.5602097408490471,0.5116381653555817,1143,606,446,0.4730941704035874,13.9375,20,20,False,-8.62336254119873,0.0507436570428696,0.5564304461942258
pseudo,cosine,Chinese,2,0.5074720177473027,0.4802020095520791,1143,606,446,0.4730941704035874,13.9375,20,20,False,-10.936527252197266,0.0507436570428696,0.5651793525809273
pseudo,cosine,Iran 2025,0,0.4498288671842391,0.439373269865521,1270,643,319,0.3793103448275862,9.96875,20,20,False,-12.01271629333496,0.0503937007874015,0.5362204724409448
pseudo,cosine,Iran 2025,1,0.4462809917355372,0.4339226468995151,1270,643,319,0.3793103448275862,9.96875,20,20,False,-8.009361267089844,0.0503937007874015,0.5456692913385827
pseudo,cosine,Iran 2025,2,0.4697804491192921,0.4564258528053208,1270,643,319,0.3793103448275862,9.96875,20,20,False,-10.098297119140623,0.0503937007874015,0.547244094488189
pseudo,arctan,COVID-19,0,0.5040178571428572,0.5289071404602278,1145,617,444,0.4954954954954955,13.875,20,20,False,-10.259546279907228,0.0506550218340611,0.5633187772925764
pseudo,arctan,COVID-19,1,0.524797077922078,0.5724883973450252,1145,617,444,0.4954954954954955,13.875,20,20,False,-13.526911735534668,0.0506550218340611,0.5458515283842795
pseudo,arctan,COVID-19,2,0.4794845779220779,0.4652804620707743,1145,617,444,0.4954954954954955,13.875,20,20,False,-10.137564659118652,0.0506550218340611,0.5475982532751091
pseudo,arctan,Russia-Ukraine,0,0.676131322094055,0.7305397668335574,1209,657,380,0.5157894736842106,11.875,20,20,False,-8.585561752319336,0.0504549214226633,0.554177005789909
pseudo,arctan,Russia-Ukraine,1,0.6577196095829636,0.6651851265453098,1209,657,380,0.5157894736842106,11.875,20,20,False,-12.596858024597168,0.0504549214226633,0.5492142266335814
pseudo,arctan,Russia-Ukraine,2,0.5616126885536823,0.5373188337525061,1209,657,380,0.5157894736842106,11.875,20,20,False,-8.554803848266602,0.0504549214226633,0.5492142266335814
pseudo,arctan,Chinese,0,0.4140566703640214,0.4298687808731655,1143,606,446,0.4730941704035874,13.9375,20,20,False,-10.390634536743164,0.0507436570428696,0.5599300087489064
pseudo,arctan,Chinese,1,0.384128264596148,0.4120572322120193,1143,606,446,0.4730941704035874,13.9375,20,20,False,-13.287603378295898,0.0507436570428696,0.5424321959755031
pseudo,arctan,Chinese,2,0.3752949480689724,0.3998600161817386,1143,606,446,0.4730941704035874,13.9375,20,20,False,-10.203103065490724,0.0507436570428696,0.5266841644794401
pseudo,arctan,Iran 2025,0,0.5773019450705401,0.4308328062923265,1270,643,319,0.3793103448275862,9.96875,20,20,False,-9.004087448120117,0.0503937007874015,0.5283464566929134
pseudo,arctan,Iran 2025,1,0.5677018115034644,0.4312807826208264,1270,643,319,0.3793103448275862,9.96875,20,20,False,-12.177364349365234,0.0503937007874015,0.515748031496063
pseudo,arctan,Iran 2025,2,0.478796226730111,0.3499408483675753,1270,643,319,0.3793103448275862,9.96875,20,20,False,-8.793071746826172,0.0503937007874015,0.5251968503937008
pseudo,arccosh,COVID-19,0,0.6166193181818181,0.6562372443126882,1145,617,444,0.4954954954954955,13.875,20,20,False,-6.614699840545654,0.0506550218340611,0.5248908296943231
pseudo,arccosh,COVID-19,1,0.5233969155844156,0.5909623245808289,1145,617,444,0.4954954954954955,13.875,20,20,False,-6.31622838973999,0.0506550218340611,0.519650655021834
pseudo,arccosh,COVID-19,2,0.5582183441558441,0.6098963399335064,1145,617,444,0.4954954954954955,13.875,20,20,False,-6.845056533813477,0.0506550218340611,0.5336244541484716
pseudo,arccosh,Russia-Ukraine,0,0.5460570097604259,0.5606447874363565,1209,657,380,0.5157894736842106,11.875,20,20,False,-5.931488990783691,0.0504549214226633,0.5558312655086849
pseudo,arccosh,Russia-Ukraine,1,0.4589341171251109,0.4816440229996921,1209,657,380,0.5157894736842106,11.875,20,20,False,-6.052728176116943,0.0504549214226633,0.5409429280397022
pseudo,arccosh,Russia-Ukraine,2,0.5693489352262644,0.5652310339468489,1209,657,380,0.5157894736842106,11.875,20,20,False,-5.953975677490234,0.0504549214226633,0.5525227460711332
pseudo,arccosh,Chinese,0,0.4307552687304628,0.4591968940660065,1143,606,446,0.4730941704035874,13.9375,20,20,False,-6.344118595123291,0.0507436570428696,0.5406824146981627
pseudo,arccosh,Chinese,1,0.3227588988605425,0.3837392903685447,1143,606,446,0.4730941704035874,13.9375,20,20,False,-6.404062271118164,0.0507436570428696,0.5266841644794401
pseudo,arccosh,Chinese,2,0.3702934355147726,0.4239574653761588,1143,606,446,0.4730941704035874,13.9375,20,20,False,-6.982831954956055,0.0507436570428696,0.5459317585301837
pseudo,arccosh,Iran 2025,0,0.5096836129893981,0.4120576172114039,1270,643,319,0.3793103448275862,9.96875,20,20,False,-6.642337322235107,0.0503937007874015,0.5393700787401575
pseudo,arccosh,Iran 2025,1,0.5181985140662827,0.3914431260494734,1270,643,319,0.3793103448275862,9.96875,20,20,False,-6.622378349304199,0.0503937007874015,0.5299212598425197
pseudo,arccosh,Iran 2025,2,0.4653143000250438,0.3423362283681502,1270,643,319,0.3793103448275862,9.96875,20,20,False,-6.116706371307373,0.0503937007874015,0.5409448818897638
pseudo,exponential,COVID-19,0,0.7152394480519481,0.7197012444407136,1145,617,444,0.4954954954954955,13.875,20,20,False,-11.379170417785645,0.0506550218340611,0.5668122270742358
pseudo,exponential,COVID-19,1,0.688859577922078,0.7273585941751851,1145,617,444,0.4954954954954955,13.875,20,20,False,-9.761980056762695,0.0506550218340611,0.5441048034934498
pseudo,exponential,COVID-19,2,0.6762581168831169,0.7190578952979474,1145,617,444,0.4954954954954955,13.875,20,20,False,-10.347309112548828,0.0506550218340611,0.5493449781659389
pseudo,exponential,Russia-Ukraine,0,0.6427462289263531,0.6770685904952706,1209,657,380,0.5157894736842106,11.875,20,20,False,-11.140576362609863,0.0504549214226633,0.5773366418527709
pseudo,exponential,Russia-Ukraine,1,0.6357031943212067,0.6632140198644677,1209,657,380,0.5157894736842106,11.875,20,20,False,-10.387325286865234,0.0504549214226633,0.5624483043837882
pseudo,exponential,Russia-Ukraine,2,0.598879769299024,0.5855592232200814,1209,657,380,0.5157894736842106,11.875,20,20,False,-9.449769973754885,0.0504549214226633,0.5723738626964433
pseudo,exponential,Chinese,0,0.4042754865382676,0.4245761643610225,1143,606,446,0.4730941704035874,13.9375,20,20,False,-12.886153221130373,0.0507436570428696,0.573928258967629
pseudo,exponential,Chinese,1,0.3662196228698195,0.4099375489993027,1143,606,446,0.4730941704035874,13.9375,20,20,False,-9.777219772338867,0.0507436570428696,0.5564304461942258
pseudo,exponential,Chinese,2,0.3457900574770596,0.4041338092952808,1143,606,446,0.4730941704035874,13.9375,20,20,False,-11.083573341369627,0.0507436570428696,0.5599300087489064
pseudo,exponential,Iran 2025,0,0.5345187411303114,0.3843772553695235,1270,643,319,0.3793103448275862,9.96875,20,20,False,-12.373252868652344,0.0503937007874015,0.5503937007874016
pseudo,exponential,Iran 2025,1,0.5265881960096837,0.3719853324945795,1270,643,319,0.3793103448275862,9.96875,20,20,False,-10.504226684570312,0.0503937007874015,0.5377952755905512
pseudo,exponential,Iran 2025,2,0.4960347274396861,0.3577741722281085,1270,643,319,0.3793103448275862,9.96875,20,20,False,-10.24898910522461,0.0503937007874015,0.5377952755905512
fanogan_paper,cosine,COVID-19,0,0.6040178571428572,0.6608736826316154,1145,617,444,0.4954954954954955,13.875,20,20,False,-18.31769752502441,,
fanogan_paper,cosine,COVID-19,1,0.6985592532467533,0.7251276510075421,1145,617,444,0.4954954954954955,13.875,20,20,False,-11.385351181030272,,
fanogan_paper,cosine,COVID-19,2,0.7122362012987012,0.7428030294697594,1145,617,444,0.4954954954954955,13.875,20,20,False,-11.491243362426758,,
fanogan_paper,cosine,Russia-Ukraine,0,0.4883540372670807,0.5215303664579601,1209,657,380,0.5157894736842106,11.875,20,20,False,-18.129505157470703,,
fanogan_paper,cosine,Russia-Ukraine,1,0.5038819875776398,0.5187245811719375,1209,657,380,0.5157894736842106,11.875,20,20,False,-11.431954383850098,,
fanogan_paper,cosine,Russia-Ukraine,2,0.5271184560780834,0.5642796792260732,1209,657,380,0.5157894736842106,11.875,20,20,False,-7.640998363494873,,
fanogan_paper,cosine,Chinese,0,0.4238983563577695,0.4228161282332499,1143,606,446,0.4730941704035874,13.9375,20,20,False,-19.222383499145508,,
fanogan_paper,cosine,Chinese,1,0.4025814258344257,0.4394554476857634,1143,606,446,0.4730941704035874,13.9375,20,20,False,-11.57941722869873,,
